title,species,habitat,taxa_group
497 1,Clover_white,Grassland,plant
497 4,Crow,Built-Up,bird
497 4,Crow,Arable,bird
497 4,Crow,Woodland,bird
497 4,Crow,Grassland,bird
497 4,Crow,Rock,bird
497 4,Crow,Shrub,bird
497 4,Crow,Wetlands,bird
497 4,Feral_pigeon,Built-Up,bird
497 4,Feral_pigeon,Rock,bird
497 4,Feral_pigeon,Arable,bird
497 4,Uknown_Small_white_butterfly,Grassland,insect
497 4,Uknown_Small_white_butterfly,Built-Up,insect
497 4,Uknown_Small_white_butterfly,Shrub,insect
497 4,Uknown_Small_white_butterfly,Grassland,insect
497 4,Uknown_Small_white_butterfly,Wetlands,insect
497 10,Feral_pigeon,Built-Up,bird
497 10,Feral_pigeon,Rock,bird
497 10,Feral_pigeon,Arable,bird
497 10,Uknown_Small_white_butterfly,Grassland,insect
497 10,Uknown_Small_white_butterfly,Built-Up,insect
497 10,Uknown_Small_white_butterfly,Shrub,insect
497 10,Uknown_Small_white_butterfly,Grassland,insect
497 10,Uknown_Small_white_butterfly,Wetlands,insect
497 10,Hornbeam,Woodland,plant
497 10,Rose,Grassland,plant
497 11,Great_tit,Woodland,bird
497 11,Great_tit,Arable,bird
497 11,Great_tit,Built-Up,bird
497 11,Great_tit,Grassland,bird
497 11,Great_tit,Shrub,bird
497 11,Crow,Built-Up,bird
497 11,Crow,Arable,bird
497 11,Crow,Woodland,bird
497 11,Crow,Grassland,bird
497 11,Crow,Rock,bird
497 11,Crow,Shrub,bird
497 11,Crow,Wetlands,bird
497 11,Feral_pigeon,Built-Up,bird
497 11,Feral_pigeon,Rock,bird
497 11,Feral_pigeon,Arable,bird
497 11,Uknown_White_tailed,Grassland,insect
497 11,Uknown_White_tailed,Wetlands,insect
497 11,Uknown_White_tailed,Arable,insect
497 11,Uknown_White_tailed,Woodland,insect
497 11,Uknown_White_tailed,Built-Up,insect
497 11,Ash,Woodland,plant
497 11,Rose,Grassland,plant
497 11,Horsetail,Arable,plant
497 11,Wood_avens,Woodland,plant
242 2,Crow,Built-Up,bird
242 2,Crow,Arable,bird
242 2,Crow,Woodland,bird
242 2,Crow,Grassland,bird
242 2,Crow,Rock,bird
242 2,Crow,Shrub,bird
242 2,Crow,Wetlands,bird
242 2,Woodpigeon,Woodland,bird
242 2,Woodpigeon,Arable,bird
242 2,Woodpigeon,Shrub,bird
242 2,Elder,Built-Up,plant
242 2,Knotweed,Wetlands,plant
242 2,Knotweed,Built-Up,plant
242 2,Bracken,Woodland,plant
242 2,Clover_white,Grassland,plant
242 2,Clover_white,Grassland,plant
145 7,Woodpigeon,Woodland,bird
145 7,Woodpigeon,Arable,bird
145 7,Woodpigeon,Shrub,bird
145 7,Hawthorn,Woodland,plant
145 7,Buddleja,Built-Up,plant
145 7,Cocks_foot,Grassland,plant
145 7,Cocks_foot,Grassland,plant
145 7,Dandelion,Grassland,plant
145 7,Dandelion,Built-Up,plant
145 9,Song_thrush,Woodland,bird
145 9,Song_thrush,Built-Up,bird
145 9,Song_thrush,Arable,bird
145 9,Song_thrush,Shrub,bird
145 9,Crow,Built-Up,bird
145 9,Crow,Arable,bird
145 9,Crow,Woodland,bird
145 9,Crow,Grassland,bird
145 9,Crow,Rock,bird
145 9,Crow,Shrub,bird
145 9,Crow,Wetlands,bird
145 9,Feral_pigeon,Built-Up,bird
145 9,Feral_pigeon,Rock,bird
145 9,Feral_pigeon,Arable,bird
145 9,Maple,Woodland,plant
145 9,Buttercup_creeping,Grassland,plant
145 9,Buttercup_creeping,Grassland,plant
112 7,Goldfinch,Woodland,bird
112 7,Goldfinch,Built-Up,bird
112 7,Goldfinch,Arable,bird
112 7,Goldfinch,Grassland,bird
112 7,Goldfinch,Shrub,bird
112 7,Goldfinch,Wetlands,bird
112 7,Magpie,Built-Up,bird
112 7,Magpie,Arable,bird
112 7,Magpie,Woodland,bird
112 7,Magpie,Grassland,bird
112 7,Magpie,Rock,bird
112 7,Magpie,Shrub,bird
112 7,Woodpigeon,Woodland,bird
112 7,Woodpigeon,Arable,bird
112 7,Woodpigeon,Shrub,bird
112 7,Swift,Built-Up,bird
112 7,Swift,Arable,bird
112 7,Swift,Grassland,bird
112 7,Swift,Rock,bird
112 7,Swift,Shrub,bird
112 7,Swift,Wetlands,bird
112 7,Swift,Woodland,bird
112 7,Lime,Woodland,plant
112 7,Clover_white,Grassland,plant
112 7,Clover_white,Grassland,plant
112 3,Jackdaw,Built-Up,bird
112 3,Jackdaw,Arable,bird
112 3,Jackdaw,Woodland,bird
112 3,Jackdaw,Grassland,bird
112 3,Jackdaw,Rock,bird
112 3,Woodpigeon,Woodland,bird
112 3,Woodpigeon,Arable,bird
112 3,Woodpigeon,Shrub,bird
112 3,Birch,Woodland,plant
112 3,Dandelion,Grassland,plant
112 3,Dandelion,Built-Up,plant
112 5,Magpie,Built-Up,bird
112 5,Magpie,Arable,bird
112 5,Magpie,Woodland,bird
112 5,Magpie,Grassland,bird
112 5,Magpie,Rock,bird
112 5,Magpie,Shrub,bird
112 5,Woodpigeon,Woodland,bird
112 5,Woodpigeon,Arable,bird
112 5,Woodpigeon,Shrub,bird
112 5,Sparrow,Built-Up,bird
112 5,Sparrow,Arable,bird
112 5,Sparrow,Woodland,bird
112 5,Sparrow,Grassland,bird
112 5,Sparrow,Rock,bird
112 5,Sparrow,Shrub,bird
112 5,Sparrow,Wetlands,bird
112 5,Sycamore,Woodland,plant
112 5,Sycamore,Built-Up,plant
112 5,Ivy,Woodland,plant
112 5,Clover_white,Grassland,plant
112 5,Clover_white,Grassland,plant
112 2,Jackdaw,Built-Up,bird
112 2,Jackdaw,Arable,bird
112 2,Jackdaw,Woodland,bird
112 2,Jackdaw,Grassland,bird
112 2,Jackdaw,Rock,bird
112 2,Woodpigeon,Woodland,bird
112 2,Woodpigeon,Arable,bird
112 2,Woodpigeon,Shrub,bird
112 2,Uknown_Red-tailed_bumblebee,Grassland,insect
112 2,Uknown_Red-tailed_bumblebee,Wetlands,insect
112 2,Uknown_Red-tailed_bumblebee,Arable,insect
112 2,Uknown_Red-tailed_bumblebee,Woodland,insect
112 2,Uknown_Red-tailed_bumblebee,Built-Up,insect
112 2,Dandelion,Grassland,plant
112 2,Dandelion,Built-Up,plant
108 10,Crow,Built-Up,bird
108 10,Crow,Arable,bird
108 10,Crow,Woodland,bird
108 10,Crow,Grassland,bird
108 10,Crow,Rock,bird
108 10,Crow,Shrub,bird
108 10,Crow,Wetlands,bird
108 10,Woodpigeon,Woodland,bird
108 10,Woodpigeon,Arable,bird
108 10,Woodpigeon,Shrub,bird
108 10,Oak,Woodland,plant
108 10,Brambles,Woodland,plant
108 10,Wood_avens,Woodland,plant
108 7,Blackbird,Woodland,bird
108 7,Blackbird,Built-Up,bird
108 7,Blackbird,Arable,bird
108 7,Blackbird,Grassland,bird
108 7,Blackbird,Shrub,bird
108 7,Magpie,Built-Up,bird
108 7,Magpie,Arable,bird
108 7,Magpie,Woodland,bird
108 7,Magpie,Grassland,bird
108 7,Magpie,Rock,bird
108 7,Magpie,Shrub,bird
108 7,Ash,Woodland,plant
108 3,Magpie,Built-Up,bird
108 3,Magpie,Arable,bird
108 3,Magpie,Woodland,bird
108 3,Magpie,Grassland,bird
108 3,Magpie,Rock,bird
108 3,Magpie,Shrub,bird
108 3,Oak,Woodland,plant
108 3,Brambles,Woodland,plant
108 3,Common_rush,Grassland,plant
108 3,Common_rush,Wetlands,plant
108 3,Wood_avens,Woodland,plant
108 1,Blackbird,Woodland,bird
108 1,Blackbird,Built-Up,bird
108 1,Blackbird,Arable,bird
108 1,Blackbird,Grassland,bird
108 1,Blackbird,Shrub,bird
108 1,Magpie,Built-Up,bird
108 1,Magpie,Arable,bird
108 1,Magpie,Woodland,bird
108 1,Magpie,Grassland,bird
108 1,Magpie,Rock,bird
108 1,Magpie,Shrub,bird
108 1,Woodpigeon,Woodland,bird
108 1,Woodpigeon,Arable,bird
108 1,Woodpigeon,Shrub,bird
108 1,Hornbeam,Woodland,plant
108 1,Brambles,Woodland,plant
108 1,Wood_avens,Woodland,plant
108 4,Chiffchaff,Woodland,bird
108 4,Chiffchaff,Shrub,bird
108 4,Chiffchaff,Wetlands,bird
108 4,Crow,Built-Up,bird
108 4,Crow,Arable,bird
108 4,Crow,Woodland,bird
108 4,Crow,Grassland,bird
108 4,Crow,Rock,bird
108 4,Crow,Shrub,bird
108 4,Crow,Wetlands,bird
108 4,Woodpigeon,Woodland,bird
108 4,Woodpigeon,Arable,bird
108 4,Woodpigeon,Shrub,bird
108 4,Uknown_Small_white_butterfly,Grassland,insect
108 4,Uknown_Small_white_butterfly,Built-Up,insect
108 4,Uknown_Small_white_butterfly,Shrub,insect
108 4,Uknown_Small_white_butterfly,Grassland,insect
108 4,Uknown_Small_white_butterfly,Wetlands,insect
108 4,Oak,Woodland,plant
108 4,Brambles,Woodland,plant
108 4,Common_rush,Grassland,plant
108 4,Common_rush,Wetlands,plant
108 4,Buttercup_creeping,Grassland,plant
108 4,Buttercup_creeping,Grassland,plant
171 1,Blackbird,Woodland,bird
171 1,Blackbird,Built-Up,bird
171 1,Blackbird,Arable,bird
171 1,Blackbird,Grassland,bird
171 1,Blackbird,Shrub,bird
171 1,Long-tailed_tit,Woodland,bird
171 1,Long-tailed_tit,Built-Up,bird
171 1,Long-tailed_tit,Arable,bird
171 1,Long-tailed_tit,Shrub,bird
171 1,Long-tailed_tit,Wetlands,bird
171 1,Magpie,Built-Up,bird
171 1,Magpie,Arable,bird
171 1,Magpie,Woodland,bird
171 1,Magpie,Grassland,bird
171 1,Magpie,Rock,bird
171 1,Magpie,Shrub,bird
171 1,Woodpigeon,Woodland,bird
171 1,Woodpigeon,Arable,bird
171 1,Woodpigeon,Shrub,bird
171 1,Uknown_Small_white_butterfly,Grassland,insect
171 1,Uknown_Small_white_butterfly,Built-Up,insect
171 1,Uknown_Small_white_butterfly,Shrub,insect
171 1,Uknown_Small_white_butterfly,Grassland,insect
171 1,Uknown_Small_white_butterfly,Wetlands,insect
171 1,Beech,Woodland,plant
171 1,Knotweed,Wetlands,plant
171 1,Knotweed,Built-Up,plant
171 1,Horsetail,Arable,plant
171 1,Wood_avens,Woodland,plant
203 11,Blackbird,Woodland,bird
203 11,Blackbird,Built-Up,bird
203 11,Blackbird,Arable,bird
203 11,Blackbird,Grassland,bird
203 11,Blackbird,Shrub,bird
203 11,Chiffchaff,Woodland,bird
203 11,Chiffchaff,Shrub,bird
203 11,Chiffchaff,Wetlands,bird
203 11,Woodpigeon,Woodland,bird
203 11,Woodpigeon,Arable,bird
203 11,Woodpigeon,Shrub,bird
203 11,Lime,Woodland,plant
203 11,Brambles,Woodland,plant
203 11,Herb_Robert,Woodland,plant
203 11,Herb_Robert,Rock,plant
203 6,Blackbird,Woodland,bird
203 6,Blackbird,Built-Up,bird
203 6,Blackbird,Arable,bird
203 6,Blackbird,Grassland,bird
203 6,Blackbird,Shrub,bird
203 6,Goldfinch,Woodland,bird
203 6,Goldfinch,Built-Up,bird
203 6,Goldfinch,Arable,bird
203 6,Goldfinch,Grassland,bird
203 6,Goldfinch,Shrub,bird
203 6,Goldfinch,Wetlands,bird
203 6,Woodpigeon,Woodland,bird
203 6,Woodpigeon,Arable,bird
203 6,Woodpigeon,Shrub,bird
203 6,Speckled_wood,Woodland,insect
203 6,Speckled_wood,Built-Up,insect
203 6,Alder,Woodland,plant
203 6,Alder,Wetlands,plant
203 6,Ivy,Woodland,plant
203 6,Cocks_foot,Grassland,plant
203 6,Cocks_foot,Grassland,plant
203 6,Balsam,Wetlands,plant
203 4,Blackbird,Woodland,bird
203 4,Blackbird,Built-Up,bird
203 4,Blackbird,Arable,bird
203 4,Blackbird,Grassland,bird
203 4,Blackbird,Shrub,bird
203 4,Blackcap,Woodland,bird
203 4,Blackcap,Built-Up,bird
203 4,Blackcap,Arable,bird
203 4,Blackcap,Shrub,bird
203 4,Goldfinch,Woodland,bird
203 4,Goldfinch,Built-Up,bird
203 4,Goldfinch,Arable,bird
203 4,Goldfinch,Grassland,bird
203 4,Goldfinch,Shrub,bird
203 4,Goldfinch,Wetlands,bird
203 4,Blue_tit,Woodland,bird
203 4,Blue_tit,Arable,bird
203 4,Blue_tit,Built-Up,bird
203 4,Blue_tit,Shrub,bird
203 4,Speckled_wood,Woodland,insect
203 4,Speckled_wood,Built-Up,insect
203 4,Sycamore,Woodland,plant
203 4,Sycamore,Built-Up,plant
203 4,Brambles,Woodland,plant
203 4,Buttercup_creeping,Grassland,plant
203 4,Buttercup_creeping,Grassland,plant
203 2,Goldfinch,Woodland,bird
203 2,Goldfinch,Built-Up,bird
203 2,Goldfinch,Arable,bird
203 2,Goldfinch,Grassland,bird
203 2,Goldfinch,Shrub,bird
203 2,Goldfinch,Wetlands,bird
203 2,Blue_tit,Woodland,bird
203 2,Blue_tit,Arable,bird
203 2,Blue_tit,Built-Up,bird
203 2,Blue_tit,Shrub,bird
203 2,Large_white,Built-Up,insect
203 2,Large_white,Wetlands,insect
203 2,Large_white,Grassland,insect
203 2,Large_white,Arable,insect
203 2,Large_white,Woodland,insect
203 2,Hawthorn,Woodland,plant
203 2,Brambles,Woodland,plant
203 2,Horsetail,Arable,plant
203 2,Wood_avens,Woodland,plant
203 5,Goldfinch,Woodland,bird
203 5,Goldfinch,Built-Up,bird
203 5,Goldfinch,Arable,bird
203 5,Goldfinch,Grassland,bird
203 5,Goldfinch,Shrub,bird
203 5,Goldfinch,Wetlands,bird
203 5,Uknown_Small_white_butterfly,Grassland,insect
203 5,Uknown_Small_white_butterfly,Built-Up,insect
203 5,Uknown_Small_white_butterfly,Shrub,insect
203 5,Uknown_Small_white_butterfly,Grassland,insect
203 5,Uknown_Small_white_butterfly,Wetlands,insect
203 5,Ash,Woodland,plant
203 5,Brambles,Woodland,plant
203 5,Wood_avens,Woodland,plant
203 8,Goldfinch,Woodland,bird
203 8,Goldfinch,Built-Up,bird
203 8,Goldfinch,Arable,bird
203 8,Goldfinch,Grassland,bird
203 8,Goldfinch,Shrub,bird
203 8,Goldfinch,Wetlands,bird
203 8,Magpie,Built-Up,bird
203 8,Magpie,Arable,bird
203 8,Magpie,Woodland,bird
203 8,Magpie,Grassland,bird
203 8,Magpie,Rock,bird
203 8,Magpie,Shrub,bird
203 8,Woodpigeon,Woodland,bird
203 8,Woodpigeon,Arable,bird
203 8,Woodpigeon,Shrub,bird
203 8,House_martin,Built-Up,bird
203 8,House_martin,Arable,bird
203 8,House_martin,Woodland,bird
203 8,House_martin,Grassland,bird
203 8,House_martin,Rock,bird
203 8,Speckled_wood,Woodland,insect
203 8,Speckled_wood,Built-Up,insect
203 8,Sycamore,Woodland,plant
203 8,Sycamore,Built-Up,plant
203 8,Ivy,Woodland,plant
203 8,Nettles,Grassland,plant
203 8,Nettles,Wetlands,plant
203 8,Nettles,Built-Up,plant
203 9,Magpie,Built-Up,bird
203 9,Magpie,Arable,bird
203 9,Magpie,Woodland,bird
203 9,Magpie,Grassland,bird
203 9,Magpie,Rock,bird
203 9,Magpie,Shrub,bird
203 9,Woodpigeon,Woodland,bird
203 9,Woodpigeon,Arable,bird
203 9,Woodpigeon,Shrub,bird
203 9,Ash,Woodland,plant
203 9,Brambles,Woodland,plant
203 9,Horsetail,Arable,plant
203 9,Ragwort,Grassland,plant
203 9,Ragwort,Grassland,plant
203 9,Ragwort,Grassland,plant
202 2,Blackbird,Woodland,bird
202 2,Blackbird,Built-Up,bird
202 2,Blackbird,Arable,bird
202 2,Blackbird,Grassland,bird
202 2,Blackbird,Shrub,bird
202 2,Blue_tit,Woodland,bird
202 2,Blue_tit,Arable,bird
202 2,Blue_tit,Built-Up,bird
202 2,Blue_tit,Shrub,bird
202 2,Magpie,Built-Up,bird
202 2,Magpie,Arable,bird
202 2,Magpie,Woodland,bird
202 2,Magpie,Grassland,bird
202 2,Magpie,Rock,bird
202 2,Magpie,Shrub,bird
202 2,Woodpigeon,Woodland,bird
202 2,Woodpigeon,Arable,bird
202 2,Woodpigeon,Shrub,bird
202 2,Uknown_Small_white_butterfly,Grassland,insect
202 2,Uknown_Small_white_butterfly,Built-Up,insect
202 2,Uknown_Small_white_butterfly,Shrub,insect
202 2,Uknown_Small_white_butterfly,Grassland,insect
202 2,Uknown_Small_white_butterfly,Wetlands,insect
202 2,Ash,Woodland,plant
202 2,Brambles,Woodland,plant
202 2,Buttercup_creeping,Grassland,plant
202 2,Buttercup_creeping,Grassland,plant
202 1,Robin,Woodland,bird
202 1,Robin,Built-Up,bird
202 1,Robin,Arable,bird
202 1,Robin,Grassland,bird
202 1,Robin,Shrub,bird
202 1,Blue_tit,Woodland,bird
202 1,Blue_tit,Arable,bird
202 1,Blue_tit,Built-Up,bird
202 1,Blue_tit,Shrub,bird
202 1,Magpie,Built-Up,bird
202 1,Magpie,Arable,bird
202 1,Magpie,Woodland,bird
202 1,Magpie,Grassland,bird
202 1,Magpie,Rock,bird
202 1,Magpie,Shrub,bird
202 1,Woodpigeon,Woodland,bird
202 1,Woodpigeon,Arable,bird
202 1,Woodpigeon,Shrub,bird
202 1,Large_white,Built-Up,insect
202 1,Large_white,Wetlands,insect
202 1,Large_white,Grassland,insect
202 1,Large_white,Arable,insect
202 1,Large_white,Woodland,insect
202 1,Uknown_White_tailed,Grassland,insect
202 1,Uknown_White_tailed,Wetlands,insect
202 1,Uknown_White_tailed,Arable,insect
202 1,Uknown_White_tailed,Woodland,insect
202 1,Uknown_White_tailed,Built-Up,insect
202 1,Ash,Woodland,plant
202 1,Brambles,Woodland,plant
202 1,Buttercup_creeping,Grassland,plant
202 1,Buttercup_creeping,Grassland,plant
202 8,Blackbird,Woodland,bird
202 8,Blackbird,Built-Up,bird
202 8,Blackbird,Arable,bird
202 8,Blackbird,Grassland,bird
202 8,Blackbird,Shrub,bird
202 8,Great_tit,Woodland,bird
202 8,Great_tit,Arable,bird
202 8,Great_tit,Built-Up,bird
202 8,Great_tit,Grassland,bird
202 8,Great_tit,Shrub,bird
202 8,Woodpigeon,Woodland,bird
202 8,Woodpigeon,Arable,bird
202 8,Woodpigeon,Shrub,bird
202 8,Uknown_Small_white_butterfly,Grassland,insect
202 8,Uknown_Small_white_butterfly,Built-Up,insect
202 8,Uknown_Small_white_butterfly,Shrub,insect
202 8,Uknown_Small_white_butterfly,Grassland,insect
202 8,Uknown_Small_white_butterfly,Wetlands,insect
202 8,Birch,Woodland,plant
202 8,Brambles,Woodland,plant
202 8,Clover_white,Grassland,plant
202 8,Clover_white,Grassland,plant
202 6,Song_thrush,Woodland,bird
202 6,Song_thrush,Built-Up,bird
202 6,Song_thrush,Arable,bird
202 6,Song_thrush,Shrub,bird
202 6,Great_tit,Woodland,bird
202 6,Great_tit,Arable,bird
202 6,Great_tit,Built-Up,bird
202 6,Great_tit,Grassland,bird
202 6,Great_tit,Shrub,bird
202 6,Crow,Built-Up,bird
202 6,Crow,Arable,bird
202 6,Crow,Woodland,bird
202 6,Crow,Grassland,bird
202 6,Crow,Rock,bird
202 6,Crow,Shrub,bird
202 6,Crow,Wetlands,bird
202 6,Woodpigeon,Woodland,bird
202 6,Woodpigeon,Arable,bird
202 6,Woodpigeon,Shrub,bird
202 6,Cherry,Woodland,plant
202 6,Brambles,Woodland,plant
202 6,Horsetail,Arable,plant
202 6,Dandelion,Grassland,plant
202 6,Dandelion,Built-Up,plant
702 1,Blackbird,Woodland,bird
702 1,Blackbird,Built-Up,bird
702 1,Blackbird,Arable,bird
702 1,Blackbird,Grassland,bird
702 1,Blackbird,Shrub,bird
702 1,Goldfinch,Woodland,bird
702 1,Goldfinch,Built-Up,bird
702 1,Goldfinch,Arable,bird
702 1,Goldfinch,Grassland,bird
702 1,Goldfinch,Shrub,bird
702 1,Goldfinch,Wetlands,bird
702 1,Magpie,Built-Up,bird
702 1,Magpie,Arable,bird
702 1,Magpie,Woodland,bird
702 1,Magpie,Grassland,bird
702 1,Magpie,Rock,bird
702 1,Magpie,Shrub,bird
702 1,Woodpigeon,Woodland,bird
702 1,Woodpigeon,Arable,bird
702 1,Woodpigeon,Shrub,bird
702 1,Parakeet,Woodland,bird
702 1,Parakeet,Arable,bird
702 1,Parakeet,Grassland,bird
702 1,Parakeet,Shrub,bird
702 1,Parakeet,Wetlands,bird
702 1,Beech,Woodland,plant
702 1,Clover_white,Grassland,plant
702 1,Clover_white,Grassland,plant
799 9,Blackbird,Woodland,bird
799 9,Blackbird,Built-Up,bird
799 9,Blackbird,Arable,bird
799 9,Blackbird,Grassland,bird
799 9,Blackbird,Shrub,bird
799 9,Great_tit,Woodland,bird
799 9,Great_tit,Arable,bird
799 9,Great_tit,Built-Up,bird
799 9,Great_tit,Grassland,bird
799 9,Great_tit,Shrub,bird
799 9,Jay,Woodland,bird
799 9,Jay,Built-Up,bird
799 9,Large_white,Built-Up,insect
799 9,Large_white,Wetlands,insect
799 9,Large_white,Grassland,insect
799 9,Large_white,Arable,insect
799 9,Large_white,Woodland,insect
799 9,Alder,Woodland,plant
799 9,Alder,Wetlands,plant
799 9,Ivy,Woodland,plant
799 9,Bistort,Grassland,plant
799 1,Woodpigeon,Woodland,bird
799 1,Woodpigeon,Arable,bird
799 1,Woodpigeon,Shrub,bird
799 1,Uknown_White_tailed,Grassland,insect
799 1,Uknown_White_tailed,Wetlands,insect
799 1,Uknown_White_tailed,Arable,insect
799 1,Uknown_White_tailed,Woodland,insect
799 1,Uknown_White_tailed,Built-Up,insect
799 1,Buddleja,Built-Up,plant
799 1,Wood_avens,Woodland,plant
922 4,Blackbird,Woodland,bird
922 4,Blackbird,Built-Up,bird
922 4,Blackbird,Arable,bird
922 4,Blackbird,Grassland,bird
922 4,Blackbird,Shrub,bird
922 4,Goldfinch,Woodland,bird
922 4,Goldfinch,Built-Up,bird
922 4,Goldfinch,Arable,bird
922 4,Goldfinch,Grassland,bird
922 4,Goldfinch,Shrub,bird
922 4,Goldfinch,Wetlands,bird
922 4,Blue_tit,Woodland,bird
922 4,Blue_tit,Arable,bird
922 4,Blue_tit,Built-Up,bird
922 4,Blue_tit,Shrub,bird
922 4,Woodpigeon,Woodland,bird
922 4,Woodpigeon,Arable,bird
922 4,Woodpigeon,Shrub,bird
922 4,Speckled_wood,Woodland,insect
922 4,Speckled_wood,Built-Up,insect
922 4,Uknown_White_tailed,Grassland,insect
922 4,Uknown_White_tailed,Wetlands,insect
922 4,Uknown_White_tailed,Arable,insect
922 4,Uknown_White_tailed,Woodland,insect
922 4,Uknown_White_tailed,Built-Up,insect
922 4,Elder,Built-Up,plant
922 4,Buddleja,Built-Up,plant
922 4,Buttercup_creeping,Grassland,plant
922 4,Buttercup_creeping,Grassland,plant
922 8,Chiffchaff,Woodland,bird
922 8,Chiffchaff,Shrub,bird
922 8,Chiffchaff,Wetlands,bird
922 8,Magpie,Built-Up,bird
922 8,Magpie,Arable,bird
922 8,Magpie,Woodland,bird
922 8,Magpie,Grassland,bird
922 8,Magpie,Rock,bird
922 8,Magpie,Shrub,bird
922 8,Woodpigeon,Woodland,bird
922 8,Woodpigeon,Arable,bird
922 8,Woodpigeon,Shrub,bird
922 8,Buttercup_creeping,Grassland,plant
922 8,Buttercup_creeping,Grassland,plant
922 7,Blue_tit,Woodland,bird
922 7,Blue_tit,Arable,bird
922 7,Blue_tit,Built-Up,bird
922 7,Blue_tit,Shrub,bird
922 7,Crow,Built-Up,bird
922 7,Crow,Arable,bird
922 7,Crow,Woodland,bird
922 7,Crow,Grassland,bird
922 7,Crow,Rock,bird
922 7,Crow,Shrub,bird
922 7,Crow,Wetlands,bird
922 7,Woodpigeon,Woodland,bird
922 7,Woodpigeon,Arable,bird
922 7,Woodpigeon,Shrub,bird
922 7,Hawthorn,Woodland,plant
922 7,Rose,Grassland,plant
922 7,Dandelion,Grassland,plant
922 7,Dandelion,Built-Up,plant
922 1,Goldfinch,Woodland,bird
922 1,Goldfinch,Built-Up,bird
922 1,Goldfinch,Arable,bird
922 1,Goldfinch,Grassland,bird
922 1,Goldfinch,Shrub,bird
922 1,Goldfinch,Wetlands,bird
922 1,Crow,Built-Up,bird
922 1,Crow,Arable,bird
922 1,Crow,Woodland,bird
922 1,Crow,Grassland,bird
922 1,Crow,Rock,bird
922 1,Crow,Shrub,bird
922 1,Crow,Wetlands,bird
922 1,Woodpigeon,Woodland,bird
922 1,Woodpigeon,Arable,bird
922 1,Woodpigeon,Shrub,bird
922 1,Sparrow,Built-Up,bird
922 1,Sparrow,Arable,bird
922 1,Sparrow,Woodland,bird
922 1,Sparrow,Grassland,bird
922 1,Sparrow,Rock,bird
922 1,Sparrow,Shrub,bird
922 1,Sparrow,Wetlands,bird
922 1,Western_honeybee,Grassland,insect
922 1,Western_honeybee,Wetlands,insect
922 1,Western_honeybee,Arable,insect
922 1,Western_honeybee,Woodland,insect
922 1,Western_honeybee,Built-Up,insect
922 1,Sycamore,Woodland,plant
922 1,Sycamore,Built-Up,plant
922 1,Brambles,Woodland,plant
922 1,Thistles,Arable,plant
922 1,Thistles,Grassland,plant
922 1,Thistles,Grassland,plant
987 5,Goldfinch,Woodland,bird
987 5,Goldfinch,Built-Up,bird
987 5,Goldfinch,Arable,bird
987 5,Goldfinch,Grassland,bird
987 5,Goldfinch,Shrub,bird
987 5,Goldfinch,Wetlands,bird
987 5,Jackdaw,Built-Up,bird
987 5,Jackdaw,Arable,bird
987 5,Jackdaw,Woodland,bird
987 5,Jackdaw,Grassland,bird
987 5,Jackdaw,Rock,bird
987 5,Woodpigeon,Woodland,bird
987 5,Woodpigeon,Arable,bird
987 5,Woodpigeon,Shrub,bird
987 5,Dandelion,Grassland,plant
987 5,Dandelion,Built-Up,plant
1020 6,Wren,Woodland,bird
1020 6,Wren,Built-Up,bird
1020 6,Wren,Shrub,bird
1020 6,Chiffchaff,Woodland,bird
1020 6,Chiffchaff,Shrub,bird
1020 6,Chiffchaff,Wetlands,bird
1020 6,Blue_tit,Woodland,bird
1020 6,Blue_tit,Arable,bird
1020 6,Blue_tit,Built-Up,bird
1020 6,Blue_tit,Shrub,bird
1020 6,Crow,Built-Up,bird
1020 6,Crow,Arable,bird
1020 6,Crow,Woodland,bird
1020 6,Crow,Grassland,bird
1020 6,Crow,Rock,bird
1020 6,Crow,Shrub,bird
1020 6,Crow,Wetlands,bird
1020 6,Woodpigeon,Woodland,bird
1020 6,Woodpigeon,Arable,bird
1020 6,Woodpigeon,Shrub,bird
1020 6,Oak,Woodland,plant
1020 6,Brambles,Woodland,plant
1020 6,Horsetail,Arable,plant
1020 6,Balsam,Wetlands,plant
1020 4,Wren,Woodland,bird
1020 4,Wren,Built-Up,bird
1020 4,Wren,Shrub,bird
1020 4,Great_tit,Woodland,bird
1020 4,Great_tit,Arable,bird
1020 4,Great_tit,Built-Up,bird
1020 4,Great_tit,Grassland,bird
1020 4,Great_tit,Shrub,bird
1020 4,Woodpigeon,Woodland,bird
1020 4,Woodpigeon,Arable,bird
1020 4,Woodpigeon,Shrub,bird
1020 4,Marmalade,Grassland,insect
1020 4,Marmalade,Wetlands,insect
1020 4,Marmalade,Arable,insect
1020 4,Marmalade,Woodland,insect
1020 4,Marmalade,Built-Up,insect
1020 4,Western_honeybee,Grassland,insect
1020 4,Western_honeybee,Wetlands,insect
1020 4,Western_honeybee,Arable,insect
1020 4,Western_honeybee,Woodland,insect
1020 4,Western_honeybee,Built-Up,insect
1020 4,Alder,Woodland,plant
1020 4,Alder,Wetlands,plant
1020 4,Bindweed,Built-Up,plant
1020 4,Horsetail,Arable,plant
1020 4,Balsam,Wetlands,plant
1020 1,Song_thrush,Woodland,bird
1020 1,Song_thrush,Built-Up,bird
1020 1,Song_thrush,Arable,bird
1020 1,Song_thrush,Shrub,bird
1020 1,Woodpigeon,Woodland,bird
